,Age,Unnamed: 1,Primary streaming service,Hours per day,While working,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
360,21,Young Adult,Spotify,4,Yes,Hip hop,No,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Never,6,5,3,2,Improve
361,21,Young Adult,Spotify,2,Yes,Folk,No,Never,Never,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,Sometimes,Never,6,5,3,2,Improve
362,21,Young Adult,Spotify,1,Yes,Rock,No,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Very frequently,6,5,3,2,Improve
363,21,Young Adult,Spotify,24,Yes,Rock,Yes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,6,5,3,2,Improve
364,21,Young Adult,Spotify,1,Yes,Pop,No,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,6,5,3,2,Improve
365,21,Young Adult,Pandora,2,Yes,Classical,No,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,6,5,3,2,Improve
366,21,Young Adult,YouTube Music,2,Yes,Pop,Yes,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Very frequently,6,5,3,2,Improve
367,21,Young Adult,Spotify,3,Yes,Metal,Yes,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,6,5,3,2,Improve
368,21,Young Adult,Spotify,3,Yes,Classical,Yes,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,6,5,3,2,Improve
369,21,Young Adult,Spotify,2,Yes,Hip hop,Yes,Rarely,Never,Rarely,Never,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Never,Never,6,5,3,2,Improve
370,21,Young Adult,Apple Music,7,Yes,Rock,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,6,5,3,2,Improve
371,21,Young Adult,Spotify,6,Yes,Metal,No,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,6,5,3,2,Improve
372,21,Young Adult,YouTube Music,3,Yes,Rock,Yes,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,7,5,3,2,Improve
373,21,Young Adult,Other streaming service,5,Yes,Rock,No,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Never,7,5,3,2,Improve
374,21,Young Adult,Apple Music,4,Yes,Lofi,Yes,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,7,5,3,2,Improve
375,21,Young Adult,I do not use a streaming service.,3,Yes,Rock,Yes,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,7,5,3,2,No effect
376,21,Young Adult,Pandora,2,Yes,Pop,No,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,7,5,3,2,Improve
377,21,Young Adult,YouTube Music,3,Yes,Metal,Yes,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,7,5,3,2,Improve
378,21,Young Adult,I do not use a streaming service.,2,Yes,Rock,No,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,7,5,3,2,No effect
379,21,Young Adult,I do not use a streaming service.,2,Yes,Pop,Yes,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,7,5,3,2,Improve
380,21,Young Adult,Apple Music,3,No,Classical,No,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7,5,3,2,Improve
381,21,Young Adult,YouTube Music,2,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,7,5,3,2,Improve
382,21,Young Adult,Other streaming service,3,Yes,Classical,No,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,7,5,3,2,No effect
383,21,Young Adult,Other streaming service,0,No,Video game music,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,7,5,3,2,No effect
384,21,Young Adult,Spotify,1,Yes,Pop,No,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,7,5,3,2,Improve
385,21,Young Adult,Spotify,2,Yes,Metal,No,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,7,5,4,2,Improve
386,21,Young Adult,Spotify,2,Yes,Pop,Yes,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,7,5,4,2,No effect
387,22,Young Adult,I do not use a streaming service.,6,Yes,Classical,No,Very frequently,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,7,5,4,2,Improve
388,22,Young Adult,Spotify,5,Yes,K pop,Yes,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7,5,4,2,Improve
389,22,Young Adult,Spotify,2,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,7,6,4,2,Improve
390,22,Young Adult,Other streaming service,4,Yes,Classical,No,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,7,6,4,2,Improve
391,22,Young Adult,Apple Music,8,Yes,Country,No,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,7,6,4,2,Improve
392,22,Young Adult,Spotify,4,Yes,Classical,No,Very frequently,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,7,6,4,2,Improve
394,22,Young Adult,Apple Music,2,Yes,Rap,Yes,Very frequently,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7,6,4,2,Improve
395,22,Young Adult,Spotify,5,Yes,Folk,Yes,Rarely,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,7,6,4,2,Improve
396,22,Young Adult,YouTube Music,6,Yes,Classical,No,Very frequently,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,7,6,4,2,No effect
397,22,Young Adult,Apple Music,2,Yes,Pop,Yes,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Never,Never,Sometimes,7,6,4,2,Improve
398,22,Young Adult,Spotify,2,No,Rock,No,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,7,6,4,2,Improve
399,22,Young Adult,Spotify,1,No,Rock,No,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Never,7,6,4,2,Improve
400,22,Young Adult,Apple Music,1,No,Rap,No,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,7,6,4,2,Improve
401,22,Young Adult,Other streaming service,2,No,R&B,No,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,7,6,4,2,Improve
402,22,Young Adult,Spotify,2,Yes,Rock,Yes,Rarely,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,7,6,4,2,No effect
403,22,Young Adult,Spotify,1,Yes,Pop,Yes,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,Never,Never,Very frequently,7,6,4,2,Improve
404,22,Young Adult,Spotify,14,Yes,Hip hop,Yes,Sometimes,Sometimes,Rarely,Very frequently,Never,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,7,6,4,2,No effect
405,22,Young Adult,YouTube Music,3,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,7,6,4,2,Improve
406,22,Young Adult,Spotify,3,Yes,Classical,No,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,7,6,4,2,Improve
407,22,Young Adult,YouTube Music,2,Yes,Rock,No,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,7,6,4,2,No effect
408,22,Young Adult,Spotify,0.5,Yes,Classical,Yes,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,7,6,4,2,Improve
409,22,Young Adult,Spotify,6,Yes,EDM,Yes,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,7,6,4,2,No effect
410,22,Young Adult,Spotify,1,Yes,Country,No,Never,Very frequently,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,7,6,4,2,Improve
411,22,Young Adult,Spotify,2,Yes,Classical,Yes,Very frequently,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,7,6,4,2,Improve
412,22,Young Adult,Pandora,4,Yes,Classical,Yes,Very frequently,Sometimes,Never,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Never,7,6,4,2,Improve
413,22,Young Adult,Spotify,3,Yes,R&B,Yes,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,7,6,4,2,No effect
414,22,Young Adult,Spotify,12,Yes,Jazz,Yes,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Never,7,6,4,2,Improve
415,22,Young Adult,YouTube Music,3,No,Classical,No,Very frequently,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,7,6,4,2,No effect
416,22,Young Adult,Spotify,1,No,Metal,Yes,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,7,6,4,2,Improve
417,22,Young Adult,YouTube Music,10,Yes,EDM,No,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,7,6,4,2,Improve
418,22,Young Adult,Spotify,5,Yes,Classical,Yes,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,7,6,4,2,Improve
419,22,Young Adult,Other streaming service,0.5,Yes,Video game music,Yes,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Very frequently,7,6,4,2,Improve
420,22,Young Adult,Spotify,5,Yes,Metal,Yes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,7,6,4,2,Improve
421,22,Young Adult,YouTube Music,3,Yes,Classical,No,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,7,6,4,2,Improve
422,22,Young Adult,Spotify,2,No,Rock,No,Never,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,7,6,4,2,Improve
424,22,Young Adult,I do not use a streaming service.,4,Yes,Classical,Yes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,7,6,4,2,Improve
425,22,Young Adult,Spotify,6,Yes,Rock,No,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,7,6,4,2,Improve
426,23,Young Adult,Pandora,3,Yes,R&B,Yes,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,7,6,4,2,Improve
427,23,Young Adult,Spotify,4,Yes,Pop,Yes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,7,6,4,2,Improve
428,23,Young Adult,YouTube Music,3,No,Rap,Yes,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,7,6,4,2,Improve
429,23,Young Adult,Spotify,2,Yes,Classical,No,Very frequently,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,7,6,4,2,Improve
430,23,Young Adult,Spotify,2,Yes,Classical,Yes,Very frequently,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,7,6,4,2,Improve
431,23,Young Adult,Spotify,1,Yes,Hip hop,Yes,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Never,7,6,4,2,Improve
432,23,Young Adult,Spotify,6,Yes,K pop,Yes,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,7,6,4,2,No effect
433,23,Young Adult,Spotify,9,Yes,R&B,Yes,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,7,6,4,2,Improve
434,23,Young Adult,Spotify,1,No,Country,No,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,7,6,4,2,Improve
435,23,Young Adult,Apple Music,1,Yes,Video game music,No,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,7,6,4,2,Worsen
436,23,Young Adult,Spotify,0.5,No,Hip hop,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7,6,4,2,Improve
437,23,Young Adult,Other streaming service,1,No,EDM,No,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,7,6,4,2,Improve
439,23,Young Adult,Spotify,6,Yes,Rap,No,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,7,6,4,3,Worsen
440,23,Young Adult,Spotify,4,Yes,Rock,No,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,7,6,4,3,Improve
441,23,Young Adult,Spotify,6,Yes,Rock,No,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,7,6,4,3,Improve
442,23,Young Adult,Spotify,4,Yes,Metal,Yes,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,7,6,4,3,Improve
443,23,Young Adult,Spotify,1.5,Yes,Classical,Yes,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,7,6,4,3,No effect
444,23,Young Adult,Apple Music,2,Yes,Rock,Yes,Rarely,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Very frequently,Never,7,6,5,3,No effect
445,23,Young Adult,Apple Music,2,Yes,Pop,No,Rarely,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,7,6,5,3,Improve
446,23,Young Adult,Spotify,4,Yes,Rock,Yes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,7,6,5,3,Improve
447,23,Young Adult,Spotify,3,Yes,Lofi,Yes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,7,6,5,3,Improve
448,23,Young Adult,I do not use a streaming service.,4,Yes,Rock,Yes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,7,6,5,3,No effect
449,23,Young Adult,Spotify,2,Yes,Pop,No,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,6,5,3,Improve
450,23,Young Adult,Pandora,2,Yes,Rock,No,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,7,6,5,3,Improve
451,23,Young Adult,Spotify,6,Yes,Video game music,Yes,Sometimes,Never,Sometimes,Very frequently,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,7,6,5,3,Improve
452,23,Young Adult,Spotify,0,No,Rock,Yes,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,7,6,5,3,Worsen
453,23,Young Adult,Spotify,1,No,Pop,No,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,7,6,5,3,Improve
454,23,Young Adult,I do not use a streaming service.,4,Yes,Rock,Yes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,7,6,5,3,Improve
455,23,Young Adult,I do not use a streaming service.,2,No,Metal,No,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,7,6,5,3,No effect
456,23,Young Adult,Spotify,3,Yes,Metal,Yes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,7,6,5,3,Improve
457,23,Young Adult,YouTube Music,4,No,Hip hop,No,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,7,6,5,3,No effect
458,23,Young Adult,I do not use a streaming service.,2,No,Video game music,Yes,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,7,6,5,3,No effect
459,23,Young Adult,Other streaming service,3,Yes,Metal,Yes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,7,6,5,3,No effect
460,23,Young Adult,Spotify,1,No,Hip hop,No,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Never,7,6,5,3,Improve
461,23,Young Adult,YouTube Music,10,Yes,Rock,No,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,7,6,5,3,Improve
462,23,Young Adult,Spotify,10,No,Rock,No,Rarely,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,7,6,5,3,No effect
463,24,Young Adult,I do not use a streaming service.,10,Yes,Video game music,Yes,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,7,6,5,3,Improve
464,24,Young Adult,Spotify,4,No,Country,No,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,7,6,5,3,No effect
465,24,Young Adult,YouTube Music,4,Yes,Folk,Yes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,7,6,5,3,Improve
466,24,Young Adult,Spotify,3,No,Metal,Yes,Very frequently,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,7,6,5,3,No effect
467,24,Young Adult,Spotify,2,Yes,Rock,No,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,7,6,5,3,Improve
468,24,Young Adult,Spotify,1,No,Rock,No,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Never,7,6,5,3,No effect
469,24,Young Adult,Spotify,6,Yes,Country,No,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7,6,5,3,Improve
470,24,Young Adult,YouTube Music,1,Yes,Rock,No,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,7,6,5,3,Improve
471,24,Young Adult,YouTube Music,1,Yes,Classical,No,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,7,6,5,3,Improve
472,24,Young Adult,Other streaming service,4,Yes,Rock,No,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,7,6,5,3,Improve
473,24,Young Adult,I do not use a streaming service.,2,Yes,Country,No,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,7,6,5,3,Improve
474,24,Young Adult,YouTube Music,2,Yes,Rock,Yes,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,7,6,5,3,Improve
475,24,Young Adult,Spotify,2,Yes,Pop,No,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Never,Sometimes,Very frequently,7,6,5,3,Improve
476,24,Young Adult,YouTube Music,6,Yes,EDM,Yes,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,7,6,5,3,Improve
477,24,Young Adult,Other streaming service,3,Yes,Hip hop,Yes,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,7,7,5,3,Improve
478,24,Young Adult,Other streaming service,1,Yes,Lofi,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,7,7,5,3,Improve
479,24,Young Adult,Spotify,4,Yes,Lofi,No,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,7,7,5,3,Improve
480,24,Young Adult,YouTube Music,0.5,No,Classical,No,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,7,7,5,3,Improve
481,24,Young Adult,YouTube Music,8,Yes,Rock,Yes,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,7,7,5,3,Improve
482,24,Young Adult,YouTube Music,15,Yes,Rock,No,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,7,7,5,3,No effect
483,25,Young Adult,Spotify,1.5,Yes,Metal,No,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,7,7,5,3,Improve
